,Unnamed: 0,Unnamed: 0.1,web-scraper-order,web-scraper-start-url,url,url-href,post_name,story,amount_donated,amount_goal,donatedby_pplcount,likes,shares,location,post_created_on,img,numb_of_likes,numb_of_shares,doners,sentiment,story_length,goal,percentage,success,life_of_post,image_labels
104,104,104,1543889651-33990,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Gensuite California Wildfire Relief
                        Gensuite California Wildfire Relief",https://www.gofundme.com/sashta-county-fire-relief-fund,Gensuite California Wildfire Relief,We are raising money to help provide relief to those in Shasta County suffering due to the wildfire spreading.,220,1000,2,1,2,"MASON, OH"," August 3, 2018",https://d2g8igdw686xgo.cloudfront.net/31828982_1533736522527261_r.jpeg,1,2,2,0.4019,110,1000,0.22,0,0,"['wall', 'window', 'brick', 'sign', 'facade', 'signage']"
105,105,105,1543889644-33987,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California Wildfires Assist for Animals
                        California Wildfires Assist for Animals",https://www.gofundme.com/california-wildfires-assist-for-animals,California Wildfires Assist for Animals,"The current California wildfires are the worst in history. 
Dog found 'protecting the only house left on the block' after Camp Fire in Paradise - USA TODAY  https://www.ktvb.com/article/news/nation-now/dog-found-protecting-the-only-house-left-on-the-block-after-camp-fire-in-paradise/465-5aea1bb9-4856-4942-80d5-24a564ab2ba9

The Butte Humane Society is caring for hundreds of separated animals. Those being reunited need pet supplies and food. 

Please help.",15,3000,1,1,2,"CHULA VISTA, CA"," November 17, 2018",https://d2g8igdw686xgo.cloudfront.net/34635874_1542509113889908_r.jpeg,1,2,1,0.4588,459,3000,0.005,0,0,"['cat', 'small to medium sized cats', 'fauna', 'cat like mammal', 'whiskers', 'fur', 'tail', 'aegean cat', 'kitten', 'european shorthair']"
106,106,106,1543888153-33372,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Support-Anthony-after-Camp-Fire
                        Support-Anthony-after-Camp-Fire",https://www.gofundme.com/supportanthonyaftercampfire,Support-Anthony-after-Camp-Fire,"My brother Anthony has been living in Paradise, CA for the last 7 months. He's made a home there and made a lot  of progress towards getting his own small business up and running. Last week, Paradise was completely destroyed by the Camp Fire, which is being called the deadliest wildfire in California history . 


Thankfully, Anthony made it out of town just in time with his two dogs. He is physically okay, but he lost the house he was renting and all his belongings, including equipment and inventory for his business. He and the dogs are all trying to recover from a really traumatic experience while simultaneously dealing with a lot of uncertainty and instability.


He is determined to stay in California and get back to building his business. Our family would be  incredibly grateful for anything anyone can contribute to help him get back on his feet. Thank you so much!


Below: Easy E (left) and Buddy (right)",2635,10000,21,21,66,"CHICAGO, IL"," November 14, 2018",https://d2g8igdw686xgo.cloudfront.net/34537562_1542250428693927_r.jpeg,21,66,21,0.9159999999999999,921,10000,0.2635,0,0,"['nature', 'mammal', 'plant', 'vertebrate', 'wilderness', 'tree', 'path', 'adventure', 'grass', 'outdoor recreation']"
107,107,107,1543889790-34049,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Help those impacted by California's Wildfires
                        Help those impacted by California's Wildfires",https://www.gofundme.com/fmg-helps-those-impacted-by-california-wildfires,Help those impacted by California's Wildfires,"FMG is deeply saddened by the wildfire tragedies happening in California since Nov. 8th and is working towards helping those who have been impacted by this unfortunate event.

GoFundMe is the quickest and easiest way to provide disaster relief by raising money online. Our goal is to raise $15,000 USD in donations. In turn, FMG will match up to $15,000 USD. 100% of all donations will go to Matthew 25: Ministries, supplying thousands with shelter, food + water, and supplies to rebuild their homes.

To support those impacted by this tragedy, please make a donation today. 

We appreciate all of your help.
- FMG Agency",1200,15000,8,7,10,"SAN DIEGO, CA"," November 19, 2018",https://d2g8igdw686xgo.cloudfront.net/34669818_1542635156616687_r.jpeg,7,10,8,-0.605,621,15000,0.08,0,0,"['sky', 'wildfire', 'night', 'city', 'smoke', 'geological phenomenon', 'evening', 'atmosphere', 'fire', 'cloud']"
108,108,108,1543888104-33350,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Thanksgiving Dinner For Camp Fire
                        Thanksgiving Dinner For Camp Fire",https://www.gofundme.com/thanksgiving-dinner-for-camp-fire,Thanksgiving Dinner For Camp Fire,"My name is Brooke Sullivan and I am the organizer of this campaign.  I am the oldest daughter of Jon & Cheryl Sanchez from Sanchez Ranch.  As a family we have pulled together to help the victims of the Camp Fire in Paradise, CA.  On Thanksgiving Day, 11/22/18, our family along with 40 volunteers came together and provided a home cooked holiday meal for 2,107 people.  We were able to meet countless victims of the fire and hear their stories and what they needed to help get them back on their feet.  Several victims made the statement that they want to rebuild on their property.  We will be using the funds from this campaign to do just this.  We are currently searching for used 5th wheel trailers to help house people.  All donations to this campaign will be used to buy trailers and generators to help these victims go back home.  

On November 8, 2018 the deadliest and most destructive wildfire in California started in Paradise, CA.  As of November 15 the fire has burned approximately 140,000 acres and burned 8,700 homes.  These families  became homeless within seconds.  Sanchez Ranch will be cooking Thanksgiving dinner for the victims of this fire and we need your help! All donations will be used to purchase food in order to cook meals and provide water for each person.  Our goal is to provide meals for 3,000 people who are in need.  Let's pull together as a community and help feed these people on their first holiday with a new reality.",5030,10000,51,51,300,"MINDEN, NV"," November 15, 2018",https://d2g8igdw686xgo.cloudfront.net/34558316_1542311199103561_r.jpeg,51,300,51,0.8019,1457,10000,0.503,0,0,"['fire', 'flame', 'heat', 'bonfire', 'campfire', 'night', 'sky', 'fête']"
109,109,109,1543889058-33750,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Recovery from wildfires
                        Recovery from wildfires",https://www.gofundme.com/recovery-from-wildfires,Recovery from wildfires,"My dear friend Alicia and her family lost their home in the California wildfires. Since I live far away, I figured the best way to help is to give her moral support and any bit of financial support I can so they can get back on their feet. She lived with her sister, brother-in-law, roommate, and another family member. Any money, gift cards, clothes, etc. will help get them by and replace what they lost. Alicia is one of the most caring, giving, sweet, and strong people I've ever had the privilege of knowing.  I love her dearly and I appreciate any help you can give.

Thank you!
Brittany",2505,1000,35,34,181,"BATON ROUGE, LA"," November 9, 2018",https://d2g8igdw686xgo.cloudfront.net/34385332_154224224342334_r.jpg,34,181,35,0.9934,593,1000,2.505,1,0,"['fire', 'smoke', 'disaster', 'explosion', 'pollution', 'tree']"
110,110,110,1543888056-33327,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"My House Burned Down
                        My House Burned Down",https://www.gofundme.com/5b33xt-my-house-burned-down,My House Caught Fire,"I’m sorry to be a Debbie Downer but I’m in need of some type of help. I’ve tried to handle this on my mind own as a man and I’m failing/ have failed. It’s put me in a place where I never saw myself being in life. In the midst of the major wildfires in California, my little home in La Quinta, CA caught fire also. I’ve been homeless since July 2nd, sleeping with friends, in laws, and in my car. My wife and I did not have renters insurance so nothing was covered. The homeowners insurance refused to put us in a hotel so we burned through our savings completely on hotels and temporary housing within the first six weeks. Our clothes, furniture, linens... gone or smoked damaged with soot. We are literally starting over from the bottom. A complete rebuild. This hurts me to ask for help, I have tears in my eyes typing this. If there is anything, anyone can do to help... Thanks in advance for all you may do and god bless.",3800,3500,67,67,33,"LA QUINTA, CA"," September 10, 2018",https://d2g8igdw686xgo.cloudfront.net/32850126_1536590153731046_r.jpeg,67,33,67,0.1531,925,3500,1.085714286,1,0,"['child', 'product', 'lunch', 'glasses', 'fun', 'smile', 'food', 'meal', 'toddler', 'vision care']"
111,111,111,1543889833-34068,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"DE Foundation Supports CA Wildfire Relief Efforts
                        DE Foundation Supports CA Wildfire Relief Efforts",https://www.gofundme.com/de-supports-california-wildfires,DE Foundation Supports CA Wildfire Relief Efforts,"In the wake of the Hill and Woolsey fires in Southern California, Douglas Elliman is taking steps to help both the victims and the firefighters and first responders who are putting their lives on the line to protect our communities. The areas of California affected are places in which many of our friends, family members, colleagues and clients live and work so we are preparing a number of ways for each of us to help. Below is our first call to action.

Through the Douglas Elliman Foundation, we have organized an opportunity for our agents and employees to help those affected and in need. And because the situation is so dire, we have decided to match, dollar-for-dollar, every contribution made to the foundation up to $100,000.

The funds collected will be divided amongst the following non-profit organizations: 

California Fire Foundation (“Cal Fire”)
A nonprofit founded by California Professional Firefighters, Cal Fire provides support for firefighters and the families of those who have died while at work. This assistance comes in the form of emergency funding for these impacted families, community improvement programs, and maintaining a statue dedicated to fallen firefighters at the State Capitol in Sacramento.

The United Way’s Disaster Relief Fund
 A fund created by the United Way’s arms in Los Angeles and Ventura Counties to help those impacted by the Hill and Woolsey Fires and other natural disasters in Southern California.

The American Red Cross
The Red Cross has hundreds of workers providing shelter, food, relief supplies and comfort to residents forced from their homes, and it coordinates the efforts of other national and local agencies large and small, enabling an effective response to the California Wildfires.

Please be assured that your donation to the foundation, which is tax deductible, is in safe hands and will go directly to help victims in need and first responders. 

As always, we are grateful for your generosity and look forward to making a significant impact with your help.

Thank you.",37284,100000,283,280,760,"NEW YORK, NY"," November 19, 2018",https://d2g8igdw686xgo.cloudfront.net/34487414_1542743497712708_r.jpeg,280,760,283,0.9873,2041,100000,0.37284,0,0,"['text', 'sky', 'morning', 'font', 'tree', 'computer wallpaper', 'stock photography', 'friendship']"
112,112,112,1543888087-33342,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"#PackersPlayersForCali
                        #PackersPlayersForCali",https://www.gofundme.com/packersplayersforcali,#PackersPlayersForCali,"The recent wildfires in California have been devastating to many. People have lost their lives, their homes, their most valued possessions and memories. They need our help. Several players on the Green Bay Packers have a real emotional connection to California. Some were born, raised and reside in California. Some attended school and played college football in California. 

Please help the Packers in their efforts to raise money to help those in California who are in desperate need of our assistance right now. The Green Bay Packers players are looking for support from THE BEST FANS IN THE WORLD to join in on the initiative of donating to the cause and reaching their $50,000 goal.  

You can help spread the word by sharing this page and using the hashtag #PackersPlayersForCali on social media.",11125,50000,38,39,61,"GREEN BAY, WI"," November 21, 2018",https://d2g8igdw686xgo.cloudfront.net/34738252_1542841940821043_r.jpeg,39,61,38,0.9713,803,50000,0.2225,0,0,"['green', 'tree', 'ecosystem', 'text', 'biome', 'font', 'grass', 'conifer', 'sky', 'pine family']"
113,113,113,1543888458-33508,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Paradise Gone
                        Paradise Gone",https://www.gofundme.com/paradisegone,Paradise Gone (Cali Wildfires),"Over 150,000 acres of California have been devastated between the in Northern & Southern California.
77 People have now died and almost 1000 people have been unaccounted for.
What if this was your family?








With the holidays here, it sucks being pushed out your home due to a crisis. 
We currently have families that need help! 

We believe it's up to the entire country to come together and support one another in times of
tragedy, especially our Louisiana Families that understand the needs. 

As a Louisianaian, we have dealt with various devastating natural disasters (i.e. Hurricane, Flood), now it's time to lend a helping hand. 

There are also elderly couples and families with kids that need your help. 






With combined efforts we can raise more for each family and get some of the necessities that they need.  To cast a wider net, this fund will also support and help families who have lost family members, animals, homes, employment, or belongings.

Any amount will be grateful! We appreciate you and your efforts. 

If you don't have the funds, sharing is awesome too! 

If you're able to volunteer time, please reach out at louisianaloveforever@gmail.com

All fire fighting and emergency services are being dedicated to life preservation, with none available to put out the fires.

More will be evacuated and more will need a helping hand. Likely more than anyone can predict right now.

Please donate! The funds will go toward providing resources to California Wildfires, and resources to those who have been misplaced or who's homes and livelihood have been completely destroyed. 

In addition to donating, please contribute by sharing information on who is taking in the most refugees and needs resources most promptly.






Go Fund Me has requested I fill out the following before I can withdraw these funds and direct them where they're needed.

1. Who you are
2. Where you're from
3. Your relationship to the parties you're raising funds for
4. How the funds will be used (be specific as possible)
5. If you intend to withdraw the money, how you plan to send the funds to the parties you're raising money for or use the money on their behalf

In order-

1. My name is Philip Mason and I'm a concern Louisianaian raising money for families in need. 
     Facebook- @LouisianaLove 

2. Louisiana- I have family and friends that have been devastated by the California Wildfires. 

3. No relation. Just a very concerned who works in volunteerism and I have connections to the donor base out here. I also have a relationship with GOD and he wants us to help his children. 

4. Funds will be given to families in need and the Wildfire Forever Relief Fund to help displaced families who have lost everything

5. I'll deliver a check to ensure integrity.",0,50000,0,,9,"BATON ROUGE, LA"," November 11, 2018",https://d2g8igdw686xgo.cloudfront.net/34431098_1541975358744977_r.jpeg,0,9,0,0.9809,2776,50000,0.0,0,0,"['car', 'vehicle', 'motor vehicle', 'automotive exterior', 'sport utility vehicle']"
114,114,114,1543889463-33913,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Lost home in California wildfires
                        Lost home in California wildfires",https://www.gofundme.com/mrgnrf-lost-home-in-california-wildfires,Lost home in California wildfires,Family lost home in California wildfires urgent need for food and shelter.   Please asking assistance to get back on our feet.  Any amount deeply appreciated.  God Bless you.,0,1000,0,1,3,"OROVILLE, CA"," November 15, 2018",https://d2g8igdw686xgo.cloudfront.net/34578420_1542347209865329_r.jpeg,1,3,0,0.87,174,1000,0.0,0,0,"['fire', 'wildfire', 'geological phenomenon', 'explosion', 'explosive material', 'natural disaster', 'disaster', 'sky']"
115,115,115,1543888123-33359,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"SJ Firefighters Burn Foundation
                        SJ Firefighters Burn Foundation",https://www.gofundme.com/sj-firefighters-burn-foundation,SJ Firefighters Burn Foundation,"Hello! My name is Jessica and I am a member of the Alpha Phi Fraternity at San Jose State University. 
 
I am so excited to represent the ladies of Alpha Phi in Pi Kappa Alpha Fireman’s Challenge this year!

Back in October, my beautiful hometown Santa Rosa was devastated by the most destructive wildfire in California history, the Tubbs Fire. Nearly 6,000 structures including over 2,800 homes in Santa Rosa burned down, thousands of people lost their homes and 43 people died.

After the Tubbs Fire, the ladies of Alpha Phi collected clothing to donate to the victims in Santa Rosa.

In the next few weeks, the ladies of Alpha Phi will be teaming up with Pi Kappa Alpha Fraternity to support the San Jose Firefighters Burn Foundation who are dedicated to burn survivors through programs including Burn Survivor Re-entry Programs, Burn Camps for children, Adult Burn Survivors Support Group, Adult Burn Survivors Retreat, Financial Support for Burn Families, and Parents Helping Parents ""Kids on the Block” educational programs.

Being able to give back to another community affected by fires means so much to me and I cannot wait to raise money for the San Jose Firefighters Burn Foundation. Any donation is very much appreciated and all of the proceeds will go straight to the Foundation.

Thank you so much for your support.",425,600,11,9,68,"SAN JOSE, CA"," April 10, 2018",https://d2g8igdw686xgo.cloudfront.net/29040204_15234102880_r.jpeg,9,68,11,0.9059,1329,600,0.708333333,0,0,"['red', 'beauty', 'lady', 'girl', 'shoulder', 'fashion', 'smile', 'fun', 'product']"
116,116,116,1543889148-33789,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"#Campfire Relief for The Cashmans
                        #Campfire Relief for The Cashmans",https://www.gofundme.com/cashman-family-miracle,#Campfire Relief for The Cashmans,"Hi friends, 

My name is Sue Ellen Bullock and I am a longtime friend of Jen Tracey-Cashman’s. We were remote co-workers at TIGI and we have built a friendship over the years. Jen is one of the best friends I have ever had. She has selflessly shared the best moments of her life - meeting Ryan, a cross-country move, the best wedding I’ve ever attended, babies, motherhood, marriage, our careers, life, laughter, and love. 

This morning, I received a text from Jen. She was finally able to visit Paradise, CA again after she and her family fled due to the fires that destroyed Paradise and Chico this week. Her text said (and I quote): “My house is gone.” 

Everyone in her family is safe. However, their home, ALL of their possessions, family heirlooms, Ryan’s entire acupuncture practice is completely gone. It is difficult for me to even write this.

Aside from losing everything, they now have no means to make a living and provide for their family. Their entire community has been eliminated by the fires. 

Please help this family - anything you can. I don’t have an actual dollar amount goal but I want to make sure that all of Jen and Ryan’s friends and family can come together and help the people who would give the shirt off their backs to help even a stranger. This family is rebuilding from ground zero. They have two small children and it will be a long time before they have access to funds to find a home, clothing, money for basic needs, a safe place for their children to have schooling. 

Everything they know is gone. 

Everyone in the family is alive and safe. They were evacuated so fast, they had no time to grab anything - they just had to run for their lives. Anything helps. 

Ryan, Jen, Brady, Morgan, and Nova ~ You are SO strong. We all love you and we are so sorry this happened to you and your family. If you need anything, no request is too large. 

Every single dime is going to the family in their time of need. My only interest is to help a really good friend who has been loyal to me and needs a miracle. 

Thank you you for your consideration. 

Love, 

Sue Ellen

#campfire #paradise #chico #gofundme #california #wildfires #northerncaliforina",19202,100000,155,153,542,"SAINT LOUIS, MO"," November 11, 2018",https://d2g8igdw686xgo.cloudfront.net/34423660_1542754542332720_r.jpg,153,542,155,0.9982,2182,100000,0.19202,0,0,"['people', 'vertebrate', 'sunglasses', 'plant', 'vacation', 'fun', 'tree', 'recreation', 'adventure', 'summer']"
117,117,117,1543888491-33522,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Cali Wildfire, Losing everything
                        Cali Wildfire, Losing everything",https://www.gofundme.com/6f7gulk,"Cali Wildfire, Losing everything","Sadly my friend lost his house in the California Wildfire and its now living in his car in Arizona, i ask him that he's always welcome to stay with me, we're already too crowded. He knows that and decides to live in his car, & he's about to lose that too. This year has been rough for him and I've done everything to help. He just needs a little bit of help to get him back on his feet. Anything helps. He doesn't know about this and i hope i can finally see a smile when i show him what you guys did. Thank you..... . He also needs a haircut :)",0,10000,0,,,"PHOENIX, AZ"," November 16, 2018",https://d2g8igdw686xgo.cloudfront.net/34604530_1542455399656366_r.jpg,0,0,0,0.946,545,10000,0.0,0,0,"['fire', 'wildfire', 'flame', 'bonfire', 'geological phenomenon', 'explosive material', 'explosion', 'heat', 'natural disaster', 'sky']"
118,118,118,1543888588-33568,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Neal Diede - Paradise, CA
                        Neal Diede - Paradise, CA",https://www.gofundme.com/neal-diede-paradise-ca,"Neal Diede - Paradise, CA","It isn’t hard to find that most tragedies can hit very close to home. The California wildfires are no exception. Neal Diede, has recently lost his home in Paradise, California to the fire. Neal and his girlfriend packed everything they could into their Excursion and left their house. They were in gridlock on the freeway when they had to leave their vehicle and make a run for it. They watched their vehicle go up in flames. The house is also a total loss. They have literally lost everything. 

Prior to moving to California, Neal taught at the high school in Minot, North Dakota for 18 years. He is currently a ski instructor for children and adults in California. He and his girlfriend also run a business in Paradise. The status of the business in unknown at this time.

Being displaced from your home is bad enough, holiday season or otherwise – it’s even worse when you know there is nothing left of that home or vehicles. It will take many thousands of dollars for Neal and his family to rebuild. Thank you for helping!",220,1500,4,4,,"MANDAN, ND"," November 30, 2018",https://d2g8igdw686xgo.cloudfront.net/34950730_1543581439433803_r.jpeg,4,0,4,-0.6352,1027,1500,0.146666667,0,0,"['tree', 'forest', 'woodland', 'geological phenomenon', 'fog', 'wood', 'winter', 'state park', 'branch', 'old growth forest']"
119,119,119,1543888515-33534,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"I got 15 kids and I am on my own
                        I got 15 kids and I am on my own",https://www.gofundme.com/i-got-15-kids-and-i-am-on-my-own,I got 15 kids and I am on my own,"Want to join me in making a difference? I'm raising money for American Red Cross, and any donation will help make impact. Thanks in advance for your contribution to this cause that means so much to me.

More information about American Red Cross: Help people affected by the California wildfires. Your donation enables the Red Cross to prepare for, respond to and help people recover from these disasters. The American Red Cross name and emblem are used with its permission, which in no way constitutes an endorsement, express or implied, of any product, service, company, opinion or political position. The American Red Cross name and emblem are registered trademarks owned by The American National Red Cross.",0,1000,0,,,"PHILADELPHIA, PA"," November 24, 2018",https://d2g8igdw686xgo.cloudfront.net/34790516_1543077236183262_r.jpeg,0,0,0,0.8126,709,1000,0.0,0,0,"['youth', 'community', 'fun', 'friendship', 'smile', 'product']"
120,120,120,1543888143-33367,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Give Chuck hope after wildfire
                        Give Chuck hope after wildfire",https://www.gofundme.com/chuckforquer,Give Chuck hope after wildfire,"My friend Chuck Forquer and all his family (mom, sister, aunt etc.) have lost everything in the latest wildfires in California. Houses,  cars, clothing and all other personal belongings, everything is lost. They hardly made it out alive and all they have is what they have on them. 
This is Chuck. He's one of the kindest guys you could possibly meet. He's a veteran and the past few years were a struggle but he always tried so hard to make life work.he just bought a tiny mobile house...and niwn it's gone, just like everything he's owned.This is just one of the pictures that show the destruction they are facing right now.  I know he feels lost and things aren't looking great for them, yet he is out and about helping others in the community.  His mother got injured during their escape.

It's hard to be so far away, not being able to help personally. This tragedy shall not put him and his family down. I cannot do much but I would love to start this fundraising campaign to help them start again, to have hope. Please share and spread the word. Every little helps because they not just have to rebuilt their homes but they need to rebuy clothes and everything. The thought of having lost everything I own... it's devastated beyond belief. 

Please consider dropping a few dollars for my dear friend Chuck and his family.

That's their current reality as all family have lost their homes.",1573,30000,20,22,89,"PARADISE, CA"," November 14, 2018",https://d2g8igdw686xgo.cloudfront.net/34513936_15422018590_r.jpeg,22,89,20,0.6213,1395,30000,0.052433333,0,0,"['tree', 'wood', 'forest', 'state park', 'woodland', 'recreation']"
121,121,121,1543889154-33792,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Kintsugi: Forged in Fire
                        Kintsugi: Forged in Fire",https://www.gofundme.com/kintsugi-forged-in-fire,Kintsugi: Forged in Fire,"Kintsugi: Forged in Fire documents the stories of five families who lost their homes in the historic Northern California wildfires of 2017. Our goal is to preserve this unique piece of history in a way that encourages others who may find themselves in similar circumstances. Through our feature documentary and action campaign, our hope is to support the relief and rebuilding efforts in our community and beyond. 

On Sunday, October 8, 2017, during severe red-flag warning conditions, a series of wildfires broke out across Sonoma and Napa counties, ultimately burning over 160,000 acres, claiming 31 lives, and destroying over 7,800 structures before being fully extinguished on October 31st.

It was a devastating blow to our community.

As the dust settled, and the acute needs were less pronounced, I began doing the only thing I felt like I had to offer: photographing friends, and friends of friends in the fire zone where their homes used to be with the hope that it would give them a place to start the rebuilding process.

And so I went and met each family, photographing them on black and white film only, with the intention of coming back a year later to photograph them all again, this time in color, as a tribute to how far they’ve come. At the time, my intention for the work was to keep it entirely private, but after seeing the body of work and being encouraged to share these stories, I knew they had to be told.

When I look at these portraits and talk to these families, I am reminded of Kintsugi, a Japanese art form where broken ceramics are mended by gold. The belief is that the object is more beautiful for having been broken. Stronger too. And that the cracks are a tribute to it’s history.  

This project is my way of attempting to put gold in the cracks of our community and to honor these families and their unwavering resolve to remain unbroken. 

I have been trusted by every person I photographed, to be the keeper of their stories. As that keeper, and as someone who hopes to preserve this unique piece of history in a beautiful way, I am asking you for your help in keeping them alive. So that we can all remember, who we are, why we’re here, and that we are all stronger in our broken places. 

Our goal is to raise $30,000 by the first anniversary of the fire, on October 8th, 2018, which will make it possible to film a digital short during the one year anniversary photoshoots that will then be used to promote and raise additional funds needed to produce a full-length feature documentary and action campaign aimed to help first responders, relief, and rebuilding efforts.

Recovery is a marathon, not a sprint... so thank you, from the bottom of my heart, for being a part of our healing. 

View more photos here:  https://www.lauraschneiderphoto.com/kintsugi-forged-in-fire/

￼",3100,30000,32,36,710,"PETALUMA, CA"," September 29, 2018",https://d2g8igdw686xgo.cloudfront.net/33359452_1538690073617554_r.jpg,36,710,32,0.9943,2820,30000,0.10333333300000001,0,0,"['black and white', 'tree', 'monochrome photography', 'photography', 'monochrome', 'plant', 'girl']"
122,122,122,1543888076-33337,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Jay Buechler & Family
                        Jay Buechler & Family",https://www.gofundme.com/2g42sb7c,Jay Buechler & Family,"Jay (PMHS Class of '85), his wife, Anel and their two young daughters lost their home, automobiles, his workshop and tools, clothes, children's toys....everything,  in the wildfires in California.  The family had gone away for the weekend when the fire suddenly started and only had the clothes they had packed.  They will need to rebuild their lives! Maybe we can help them get started.",14810,2000,126,128,482,,,https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5995218_1442156296.9414.jpg,128,482,126,-0.3164,387,2000,7.405,1,0,"['people', 'family', 'smile', 'event', 'fun', 'christmas', 'iris', 'daughter', 'product', 'father']"
123,123,123,1543888716-33626,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Ventura-""Thomas Fire"" Victims
                        Ventura-""Thomas Fire"" Victims",https://www.gofundme.com/venturathomas-fire-victims,"Ventura-""Thomas Fire"" Victims","Ventura County, CA has recently suffered massive damage due to the California wildfires currently burning in Southern California. The Thomas fire is now the second largest wildfire in California history and to date has currently destroyed over 275,000 acres, over 1000 structures in the greater Ventura County area, including Ojai, Carpinteria, Summerland and the lower Santa Barbara community of Montecito. The good news is that the evacuations have been lifted in the Santa Barbara area! With 60% containment things are looking up, but many people have already suffered unbelievable loss and we have lost a firefighters responsible for helping defend and save these beachside communities.
The town of Ventura is special to me as it is my childhood home and I still have many friends and family in the area. This is a grassroots effort started in order to help people in need and who have suffered such tragedy. I will personally deliver funds directly to the food bank, Red Cross, Humane Society and friends who need it most and have lost homes.  I am also taking gift cards, blankets, towels, cooking utensils and any other everyday items people may have lost in the fires. Any contributions will help and would be appreciated no later than December 25th, 2017.  Please help make someone's holiday season just a little bit better. Thank you for your generosity.",1595,2500,21,20,98,"PLEASANTON, CA"," December 6, 2017",https://d2g8igdw686xgo.cloudfront.net/25968590_1512606514.66.jpg,20,98,21,0.9806,1364,2500,0.638,0,0,"['sea', 'horizon', 'sunrise', 'sun', 'sky', 'sunset', 'ocean', 'shore', 'calm', 'wave']"
124,124,124,1543888986-33719,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Preston Beverino and Ashley Garrett
                        Preston Beverino and Ashley Garrett",https://www.gofundme.com/preston-beverino-and-ashley-garrett,Preston Beverino and Ashley Garrett,"Preston, Ashley and their 3 young daughters have lost their family home in the Paradise Camp Fire. While they were able to evacuate safely, they have lost everything. Preston has previously served his country and community to assist others during times of need for other California wildfires and recently returned to his family from a 1 year deployment to Iraq. Ashley is a stay at home mother to their 3 beautiful girls, a student, and an artist. Let's help this family in this time of need to show our gratitude for their service and love they have given us!",3520,2000,26,26,286,"CHICO, CA"," November 12, 2018",https://d2g8igdw686xgo.cloudfront.net/34465520_154206823386848_r.jpeg,26,286,26,0.9501,560,2000,1.76,1,0,"['people', 'fun', 'muscle', 'arm', 'child', 'mouth', 'girl', 'trunk', 'family', 'abdomen']"
125,125,125,1543888904-33687,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"She lost everything in the fires!
                        She lost everything in the fires!",https://www.gofundme.com/she-lost-everything-in-the-fires,She lost everything in the fires!,"My sister Cari has lost her home and all her belongings in the California wildfires. She lives in Chico and this is the picture of her home, or whats left of it.  She was able to get out with her animals and minimal belongings.m, however she has lost everything and is now homeless. This is a huge loss for anyone knowing everything you had is gone. We would like to help get money for her to put a deposit on a new apartment and have some money for food, clothes, and some furniture while she works through the loss of all her belongings. We are thankful she is safe and her animals are ok. Any amount  even only $5 will still be a huge help, 20 people who donate $5 still makes $100! Let’s all try and bless her during this time and show her the love of the Lord! Prayers for her and for some relief at this time are also welcome, we thank you in advance and God Bless You!!",1385,2000,13,13,51,"PHOENIX, AZ"," November 11, 2018",https://d2g8igdw686xgo.cloudfront.net/34439306_1541994920135839_r.jpeg,13,51,13,0.9858,876,2000,0.6925,0,0,"['tree', 'geological phenomenon', 'soil', 'woodland', 'forest', 'branch', 'wood', 'landscape']"
